risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),ARM,2000,28.9,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2011,43.8,,,WHO
Malnutrition (wght-for-age z<-2),EST,2003,21.3,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2003,19.8,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2003,26.4,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2000,61.7,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2013,9.8,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2003,78.9,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2014,19.6,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2003,30.3,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2011,0.2,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2017,31.3,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2017,1.9,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2015,11.1,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2004,23.5,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2001,49.3,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2005,67.4,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2012,16.7,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2002,0.2,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2011,23.1,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2017,39.5,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2005,24.5,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2005,31.4,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2011,20.8,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2007,12.1,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2003,9.8,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2005,11.0,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2007,21.9,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2013,48.5,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2004,20.6,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2011,30.7,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2012,13.8,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2014,19.3,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2013,71.8,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2016,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2009,9.7,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2009,12.6,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2005,11.0,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2012,0.3,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2009,61.2,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2018,2.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2000,36.0,,,WHO
Malnutrition (wght-for-age z<-2),USA,2007,5.2,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2008,78.6,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2010,21.0,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2003,1.1,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2002,2.2,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2013,67.6,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2019,0.0,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2007,36.3,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2019,0.3,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2006,16.8,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2007,45.9,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2000,88.2,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2010,12.9,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2000,28.9,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2002,3.3,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2016,61.7,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2014,0.4,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2006,12.2,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2004,36.5,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2005,14.0,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2010,24.8,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2008,16.3,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2019,21.8,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2003,6.9,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2011,0.0,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2013,2.2,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2001,25.1,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2012,12.4,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2007,3.8,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2010,69.9,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2012,1.8,,,WHO
Malnutrition (wght-for-age z<-2),COM,2007,56.8,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2006,12.0,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2010,23.2,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2007,12.1,,,WHO
Malnutrition (wght-for-age z<-2),COL,2015,23.3,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2008,0.2,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2007,22.2,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2013,19.4,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2002,11.8,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2015,49.9,,,WHO
Malnutrition (wght-for-age z<-2),35,2003,37.5,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2010,17.3,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2006,29.4,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2003,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2004,12.7,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2012,13.9,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2016,47.6,,,WHO
Malnutrition (wght-for-age z<-2),THA,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2000,57.5,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2013,15.1,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2017,14.5,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2007,0.8,,,WHO
Malnutrition (wght-for-age z<-2),29,2009,40.0,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2013,12.6,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2004,28.2,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2018,51.4,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2010,17.6,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2002,74.0,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2009,1.8,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2006,12.5,,,WHO
Malnutrition (wght-for-age z<-2),NER,2015,75.1,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2003,22.5,,,WHO
Malnutrition (wght-for-age z<-2),53,2004,11.7,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2011,15.9,,,WHO
Malnutrition (wght-for-age z<-2),62,2017,50.5,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2004,0.3,,,WHO
Malnutrition (wght-for-age z<-2),HND,2018,26.9,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2010,21.5,,,WHO
Malnutrition (wght-for-age z<-2),USA,2009,5.2,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2003,25.4,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2001,13.1,,,WHO
Malnutrition (wght-for-age z<-2),COK,2002,30.1,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2015,2.3,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2013,50.6,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2006,31.5,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2000,2.6,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2017,26.3,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2001,25.0,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2008,25.4,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2018,11.5,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2019,51.2,,,WHO
Malnutrition (wght-for-age z<-2),THA,2014,24.3,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2012,0.1,,,WHO
Malnutrition (wght-for-age z<-2),URY,2001,7.8,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2010,25.1,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2016,42.6,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2016,21.9,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2002,2.7,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2003,16.5,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2003,0.3,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2011,17.1,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2012,48.3,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2010,20.0,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2015,3.3,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2011,14.4,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2000,26.8,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2019,2.6,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2003,14.5,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2000,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2005,1.6,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2019,25.1,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2019,5.7,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2004,28.6,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2004,54.2,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2010,48.7,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2015,29.8,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2001,42.2,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2018,7.9,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2019,20.0,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2011,10.5,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2001,9.1,,,WHO
Malnutrition (wght-for-age z<-2),432,2014,52.0,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2004,11.6,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2016,18.9,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2011,18.7,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2004,22.2,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2019,27.0,,,WHO
Malnutrition (wght-for-age z<-2),RUS,2018,15.8,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2001,19.7,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PER,2001,23.7,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2018,31.1,,,WHO
Malnutrition (wght-for-age z<-2),COD,2018,3.3,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2001,60.5,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2010,39.0,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2015,5.2,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2000,0.4,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2007,31.0,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2003,21.4,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2009,25.3,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2009,32.5,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2006,8.1,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2006,74.2,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2014,16.5,,,WHO
Malnutrition (wght-for-age z<-2),142,1999,50.5,,,WHO
Malnutrition (wght-for-age z<-2),57,2009,45.1,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2004,54.6,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2004,9.5,,,WHO
Malnutrition (wght-for-age z<-2),RUS,2003,17.5,,,WHO
Malnutrition (wght-for-age z<-2),5,2010,23.5,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2019,14.8,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2007,7.2,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2000,4.1,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2011,5.4,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2000,23.8,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2014,0.1,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2011,7.1,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2012,74.5,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2006,29.0,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2005,35.5,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2019,25.2,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2011,4.6,,,WHO
Malnutrition (wght-for-age z<-2),COL,2008,8.8,,,WHO
Malnutrition (wght-for-age z<-2),THA,2005,25.2,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2010,0.1,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2014,37.2,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2009,15.2,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2008,7.7,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2003,7.1,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2013,12.9,,,WHO
Malnutrition (wght-for-age z<-2),POL,2017,0.1,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2018,10.9,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2000,0.8,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2019,21.7,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2003,55.7,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2004,28.2,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2010,20.5,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2005,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2016,3.1,,,WHO
Malnutrition (wght-for-age z<-2),USA,2000,6.2,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2018,36.7,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2006,16.0,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2004,1.8,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2017,19.4,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2003,31.8,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2010,0.1,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2010,26.6,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2002,45.1,,,WHO
Malnutrition (wght-for-age z<-2),LUX,2014,10.1,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2008,12.4,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2015,24.8,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2015,13.0,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2004,0.2,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2006,30.8,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2018,22.2,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2009,76.3,,,WHO
Malnutrition (wght-for-age z<-2),USA,2005,0.6,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2016,12.8,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2009,3.2,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2003,30.9,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2011,12.7,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2015,25.8,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2004,22.0,,,WHO
Malnutrition (wght-for-age z<-2),PER,2007,17.6,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2003,62.0,,,WHO
Malnutrition (wght-for-age z<-2),COL,2006,18.8,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2008,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2000,0.2,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2015,10.8,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2017,0.0,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2007,4.6,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2006,33.5,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2014,9.5,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2009,40.0,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2014,2.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2008,38.9,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2002,14.4,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2001,20.3,,,WHO
Malnutrition (wght-for-age z<-2),EST,2019,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2002,13.2,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2016,31.5,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2007,28.8,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2012,0.2,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2004,27.7,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2011,10.2,,,WHO
Malnutrition (wght-for-age z<-2),COM,2011,27.5,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2002,0.3,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2000,7.2,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2005,4.2,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2016,40.4,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2013,40.5,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2005,1.7,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2018,58.6,,,WHO
Malnutrition (wght-for-age z<-2),STP,2016,1.0,,,WHO
Malnutrition (wght-for-age z<-2),2,2005,63.9,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2005,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2005,13.5,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2016,48.7,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2013,0.3,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2009,4.8,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2001,0.5,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2015,0.4,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2018,46.1,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2015,13.6,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2005,23.1,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2012,3.4,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2007,40.4,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2012,18.0,,,WHO
Malnutrition (wght-for-age z<-2),34,2006,59.8,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2000,31.8,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2006,0.0,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2001,22.1,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2002,17.1,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2012,29.4,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2004,9.6,,,WHO
Malnutrition (wght-for-age z<-2),URY,2010,0.2,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2005,24.0,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2008,24.8,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2015,16.7,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2001,7.5,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2009,14.6,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2015,12.3,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2015,33.8,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2014,18.2,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2007,55.2,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2002,12.0,,,WHO
Malnutrition (wght-for-age z<-2),15,2008,40.7,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2005,67.4,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2016,81.6,,,WHO
Malnutrition (wght-for-age z<-2),IND,2005,3.3,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2016,13.5,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2006,0.7,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2002,0.4,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),722,2009,42.2,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2013,20.0,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2004,10.8,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2002,4.3,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2005,44.7,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2001,34.2,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2008,27.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2015,20.8,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2013,13.1,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2016,51.2,,,WHO
Malnutrition (wght-for-age z<-2),COK,2004,0.3,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2016,25.6,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2013,0.2,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2013,24.1,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2009,23.6,,,WHO
Malnutrition (wght-for-age z<-2),AND,2017,13.4,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2014,9.2,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2017,0.0,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2003,9.0,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2001,27.3,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2002,22.7,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2002,21.6,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2009,49.2,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2006,13.1,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2013,16.4,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2009,23.8,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2016,1.4,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2011,19.8,,,WHO
Malnutrition (wght-for-age z<-2),HND,2005,22.3,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2011,23.4,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2006,76.4,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2002,11.7,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2014,29.2,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2009,46.5,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2019,25.5,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2013,4.6,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2010,25.6,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2019,52.0,,,WHO
Malnutrition (wght-for-age z<-2),TON,2001,11.1,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2019,17.8,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2009,12.4,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2012,34.6,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2016,0.2,,,WHO
Malnutrition (wght-for-age z<-2),722,2017,40.5,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2018,67.7,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2015,31.7,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2006,0.2,,,WHO
Malnutrition (wght-for-age z<-2),54,2013,47.0,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2016,44.6,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2016,24.4,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2007,40.1,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2004,10.6,,,WHO
Malnutrition (wght-for-age z<-2),STP,2004,66.2,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2008,32.3,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2017,61.3,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2007,0.0,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2005,11.4,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2006,13.6,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2004,2.4,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2001,23.1,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2006,9.1,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2012,12.6,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2014,16.4,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2005,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2013,4.6,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2003,11.7,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2005,6.8,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2007,36.6,,,WHO
Malnutrition (wght-for-age z<-2),AND,2005,9.9,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2010,49.8,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2015,33.8,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2015,24.7,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2002,12.0,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2011,9.5,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2014,32.2,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2005,19.5,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2006,17.7,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2003,9.5,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2000,0.9,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2013,39.1,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2005,23.7,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2011,38.8,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2016,9.6,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2006,10.1,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2004,9.7,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2001,1.2,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2018,0.5,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2005,31.7,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2004,14.7,,,WHO
Malnutrition (wght-for-age z<-2),HND,2011,32.5,,,WHO
