risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),CPV,2005,24.1,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2017,0.4,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2004,20.9,,,WHO
Malnutrition (wght-for-age z<-2),URY,2011,23.3,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2011,22.7,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2002,9.4,,,WHO
Malnutrition (wght-for-age z<-2),143,2010,31.0,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2003,19.5,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2005,26.7,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2013,84.9,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2012,2.1,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2003,5.3,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2018,11.1,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2000,23.7,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2015,4.1,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2002,17.3,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2018,22.2,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2007,0.2,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2007,6.6,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2014,0.8,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2018,0.0,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2009,0.4,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2012,6.6,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2019,73.4,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2007,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2013,32.0,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2015,23.7,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2004,6.4,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2016,3.9,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2013,16.4,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2014,2.4,,,WHO
Malnutrition (wght-for-age z<-2),13,2019,20.3,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2017,79.8,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2005,14.5,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2005,2.5,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2001,6.5,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2014,51.6,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2003,1.1,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2017,13.9,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2001,49.5,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2018,15.9,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2000,15.3,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2012,34.1,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2019,13.9,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2009,9.9,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2019,26.6,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2013,14.7,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2009,13.7,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2002,63.1,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2001,0.4,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2000,33.4,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2013,1.9,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2017,45.8,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2016,0.3,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2013,22.3,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2007,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2003,0.4,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2006,14.0,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2014,3.9,,,WHO
Malnutrition (wght-for-age z<-2),NER,2002,83.2,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2000,6.1,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2008,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2019,37.3,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2002,21.0,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2013,11.5,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2012,20.2,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2011,9.4,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2014,25.0,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2008,37.5,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2004,27.0,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2010,0.4,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2016,1.9,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2006,25.9,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2000,10.7,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2011,29.0,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2012,17.7,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2000,24.5,,,WHO
Malnutrition (wght-for-age z<-2),AND,2014,12.8,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2003,23.4,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2008,23.6,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2014,0.0,,,WHO
Malnutrition (wght-for-age z<-2),61,2019,35.0,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2000,2.1,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2019,11.8,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2016,11.2,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2005,46.3,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2008,45.5,,,WHO
Malnutrition (wght-for-age z<-2),URY,2003,7.6,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2005,0.6,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2008,15.2,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2012,8.5,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2004,10.3,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2015,62.1,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2017,66.9,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2017,8.1,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2006,31.0,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2016,16.0,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2011,52.4,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2019,30.7,,,WHO
Malnutrition (wght-for-age z<-2),VNM,2018,0.5,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2008,39.1,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2013,6.1,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2005,12.7,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2005,30.4,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2014,21.8,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2013,6.7,,,WHO
Malnutrition (wght-for-age z<-2),53,2006,11.8,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),COM,2003,32.0,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2008,24.3,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2006,22.6,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2016,0.4,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2003,10.3,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2007,10.4,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2015,49.5,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2005,0.1,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2013,10.5,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2005,37.8,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2001,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2004,13.4,,,WHO
Malnutrition (wght-for-age z<-2),753,2001,30.7,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2006,23.3,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2008,28.3,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2007,2.1,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2010,23.9,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2009,2.1,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2003,22.4,,,WHO
Malnutrition (wght-for-age z<-2),151,2002,27.0,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2015,5.3,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2019,26.7,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2015,15.8,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2010,4.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2006,15.4,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2003,13.5,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2010,12.3,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2003,2.1,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2005,31.0,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2008,20.8,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2017,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2000,0.5,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2000,9.3,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2012,26.1,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2013,18.5,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2003,1.8,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2018,0.1,,,WHO
Malnutrition (wght-for-age z<-2),142,2014,38.5,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2005,76.6,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2012,23.3,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2008,10.5,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2005,0.1,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2009,23.1,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2011,46.2,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2004,75.3,,,WHO
Malnutrition (wght-for-age z<-2),COD,2001,75.9,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2011,10.0,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2005,18.6,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2001,0.3,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2005,22.4,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2019,73.8,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),TON,2013,22.0,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2002,12.6,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2006,4.6,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2004,23.0,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2006,5.0,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2013,29.1,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2004,8.8,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2014,12.9,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2001,1.3,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2008,0.5,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2012,9.4,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2017,24.7,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2016,25.9,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),9,2011,26.6,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2005,17.4,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2005,64.6,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2016,18.3,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2019,27.9,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2018,32.3,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2014,10.0,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2007,24.1,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2005,24.8,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2019,39.9,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2014,13.4,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2001,0.4,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2017,28.4,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2013,3.2,,,WHO
Malnutrition (wght-for-age z<-2),NER,2000,19.6,,,WHO
Malnutrition (wght-for-age z<-2),62,2012,53.9,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2010,30.5,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2000,4.6,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2013,12.7,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2010,17.7,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2011,26.5,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2006,14.2,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2003,80.6,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2012,11.7,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2005,77.7,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2019,17.9,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2017,24.6,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2011,18.8,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2014,0.3,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2006,47.9,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2017,23.4,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2008,11.5,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2002,27.3,,,WHO
Malnutrition (wght-for-age z<-2),LUX,2000,9.9,,,WHO
Malnutrition (wght-for-age z<-2),BOL,2012,49.5,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2016,17.1,,,WHO
Malnutrition (wght-for-age z<-2),11,2011,74.1,,,WHO
Malnutrition (wght-for-age z<-2),11,2006,76.8,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2018,2.6,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2019,12.5,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2015,76.8,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2004,11.2,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2003,35.9,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2010,27.2,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2018,19.1,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2008,66.4,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2014,0.4,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2000,40.9,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2000,9.4,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2016,61.2,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2014,2.2,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2009,0.9,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2000,26.2,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2009,20.9,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2006,5.3,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2000,0.1,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2006,27.9,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2011,17.5,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2011,3.7,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2016,26.3,,,WHO
Malnutrition (wght-for-age z<-2),COL,2015,6.9,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2007,8.2,,,WHO
Malnutrition (wght-for-age z<-2),PHL,2009,1.2,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2019,26.3,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2018,11.8,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2009,16.1,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2004,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2015,0.2,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2006,18.3,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2017,0.9,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2009,12.4,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2015,18.5,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2002,1.7,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2014,58.6,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2011,17.7,,,WHO
Malnutrition (wght-for-age z<-2),2,2001,66.8,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2010,16.9,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2010,19.3,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2000,42.9,,,WHO
Malnutrition (wght-for-age z<-2),151,2010,22.7,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2012,52.4,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2002,34.4,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2019,51.4,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2004,33.8,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2017,11.4,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2016,14.4,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2018,26.3,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2000,26.2,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2017,2.4,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2005,10.3,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2012,9.7,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2001,32.6,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2014,10.5,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2005,38.9,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2011,6.0,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2018,37.4,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2004,28.0,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2001,0.2,,,WHO
Malnutrition (wght-for-age z<-2),151,2013,22.2,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2006,20.9,,,WHO
Malnutrition (wght-for-age z<-2),AND,2016,13.2,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2001,7.4,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2006,12.9,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),USA,2014,5.2,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2011,4.6,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2019,18.9,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2002,8.1,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2011,47.5,,,WHO
Malnutrition (wght-for-age z<-2),18,2000,42.2,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2003,2.4,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2019,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2007,3.9,,,WHO
Malnutrition (wght-for-age z<-2),STP,2010,28.5,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2001,44.1,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2001,10.6,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2000,27.8,,,WHO
Malnutrition (wght-for-age z<-2),PER,2006,43.7,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2009,7.6,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2012,47.0,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2003,22.6,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2000,6.0,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2017,26.5,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2008,2.6,,,WHO
Malnutrition (wght-for-age z<-2),11,2012,73.7,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2014,5.5,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2007,31.1,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2004,26.2,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2010,14.2,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2018,24.9,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2012,24.9,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2003,63.7,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2004,29.6,,,WHO
Malnutrition (wght-for-age z<-2),62,2006,59.1,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2014,29.8,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2004,77.2,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2009,11.7,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2003,2.5,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2004,24.5,,,WHO
Malnutrition (wght-for-age z<-2),URY,2019,6.1,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2011,18.3,,,WHO
Malnutrition (wght-for-age z<-2),PER,2007,43.0,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2003,69.8,,,WHO
Malnutrition (wght-for-age z<-2),EST,2017,17.7,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2018,32.5,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2003,14.5,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2004,0.8,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2016,6.7,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2009,34.5,,,WHO
Malnutrition (wght-for-age z<-2),WB_LMI,2006,58.0,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2009,43.4,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2009,26.6,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2011,13.8,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2001,25.0,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2010,21.1,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2011,19.6,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2011,48.7,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2005,23.0,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2014,5.8,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2006,52.7,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2013,8.1,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2012,25.9,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2004,15.0,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2003,54.0,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2010,6.2,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2000,50.1,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2002,33.7,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2006,51.7,,,WHO
Malnutrition (wght-for-age z<-2),ECU,2008,27.8,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2007,24.0,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2001,0.8,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2007,18.6,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2016,8.0,,,WHO
Malnutrition (wght-for-age z<-2),IND,2019,53.4,,,WHO
Malnutrition (wght-for-age z<-2),USA,2014,0.6,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2005,77.3,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2015,41.3,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2017,72.7,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2004,22.1,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2010,0.1,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2015,44.3,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2000,12.3,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2012,72.2,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2006,44.3,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2003,6.6,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2008,40.8,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2003,0.5,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2014,13.9,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2001,20.9,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2006,17.8,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2012,19.1,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2017,19.2,,,WHO
Malnutrition (wght-for-age z<-2),COM,2001,23.4,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2000,12.1,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2010,10.1,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2011,25.9,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2011,19.0,,,WHO
Malnutrition (wght-for-age z<-2),EST,2014,17.7,,,WHO
Malnutrition (wght-for-age z<-2),145,2010,35.0,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2010,23.9,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2005,8.0,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2003,3.7,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2002,28.3,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2008,51.1,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2014,7.8,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2015,26.7,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2002,19.8,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2011,17.1,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2009,9.9,,,WHO
Malnutrition (wght-for-age z<-2),WB_LMI,2010,54.8,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2017,7.5,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2018,38.2,,,WHO
Malnutrition (wght-for-age z<-2),AND,2000,0.2,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2003,22.1,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2012,26.2,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2000,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2016,0.2,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2018,74.5,,,WHO
